Year,Region,Death_rate,Divorce_rate,Marriage_rate,Natural_growth_rate,Is_Capital,Is_bigcity,1인당 개인소득
2000,Busan,5.8,2.5,7.5,5.8,False,True,15013.341463414634
2000,Busan,4.8,2.7,6.8,7.2,False,True,15013.341463414634
2000,Busan,5.0,2.8,6.3,7.2,False,True,15013.341463414634
2000,Busan,4.9,2.3,5.5,6.2,False,True,15013.341463414634
2000,Busan,4.4,2.7,7.7,6.5,False,True,15013.341463414634
2000,Busan,4.3,2.8,6.9,5.1,False,True,15013.341463414634
2000,Busan,4.3,2.7,4.5,5.3,False,True,15013.341463414634
2000,Busan,4.4,2.8,4.1,5.9,False,True,15013.341463414634
2000,Busan,4.7,2.6,3.4,6.4,False,True,15013.341463414634
2000,Busan,5.1,2.8,5.5,6.0,False,True,15013.341463414634
2000,Busan,5.2,2.7,7.3,5.7,False,True,15013.341463414634
2000,Busan,4.9,2.5,7.9,5.0,False,True,15013.341463414634
2001,Busan,5.1,2.5,6.4,5.5,False,True,15013.341463414634
2001,Busan,5.4,3.2,6.5,5.5,False,True,15013.341463414634
2001,Busan,5.3,3.0,5.3,6.0,False,True,15013.341463414634
2001,Busan,5.0,2.6,6.2,5.0,False,True,15013.341463414634
2001,Busan,4.7,2.7,7.3,4.8,False,True,15013.341463414634
2001,Busan,4.7,2.6,6.2,3.9,False,True,15013.341463414634
2001,Busan,4.6,2.8,4.1,3.8,False,True,15013.341463414634
2001,Busan,4.6,2.9,4.4,4.3,False,True,15013.341463414634
2001,Busan,4.7,2.6,3.7,4.8,False,True,15013.341463414634
2001,Busan,4.7,2.8,4.2,4.5,False,True,15013.341463414634
2001,Busan,4.9,3.0,6.7,3.9,False,True,15013.341463414634
2001,Busan,4.8,2.6,8.2,3.4,False,True,15013.341463414634
2002,Busan,5.0,3.0,6.9,4.0,False,True,9330.0
2002,Busan,4.9,2.8,5.6,4.3,False,True,9330.0
2002,Busan,4.9,3.1,5.6,4.2,False,True,9330.0
2002,Busan,5.0,3.1,5.0,4.0,False,True,9330.0
2002,Busan,4.8,3.3,6.8,3.4,False,True,9330.0
2002,Busan,4.5,2.9,5.9,3.1,False,True,9330.0
2002,Busan,4.7,3.2,4.5,3.1,False,True,9330.0
2002,Busan,4.8,3.7,4.1,3.0,False,True,9330.0
2002,Busan,4.8,3.1,3.6,3.4,False,True,9330.0
2002,Busan,5.0,3.6,4.5,2.6,False,True,9330.0
2002,Busan,5.6,3.4,6.4,1.8,False,True,9330.0
2002,Busan,5.7,3.4,7.8,1.7,False,True,9330.0
2003,Busan,5.4,3.4,6.1,3.1,False,True,9685.0
2003,Busan,5.2,2.3,5.8,3.6,False,True,9685.0
2003,Busan,5.0,3.8,4.8,3.8,False,True,9685.0
2003,Busan,4.8,2.3,5.1,4.1,False,True,9685.0
2003,Busan,5.0,2.3,6.5,2.9,False,True,9685.0
2003,Busan,4.6,2.3,5.7,2.7,False,True,9685.0
2003,Busan,4.6,2.3,4.6,2.6,False,True,9685.0
2003,Busan,4.8,2.3,3.9,2.4,False,True,9685.0
2003,Busan,4.8,3.6,3.4,3.5,False,True,9685.0
2003,Busan,5.2,2.3,5.3,3.4,False,True,9685.0
2003,Busan,5.1,3.3,6.2,3.2,False,True,9685.0
2003,Busan,5.5,3.4,7.5,2.3,False,True,9685.0
2004,Busan,5.1,2.9,5.9,3.2,False,True,10164.0
2004,Busan,5.6,3.8,5.8,2.5,False,True,10164.0
2004,Busan,5.3,3.4,5.3,3.6,False,True,10164.0
2004,Busan,5.3,3.0,4.3,2.7,False,True,10164.0
2004,Busan,5.1,2.9,5.5,2.5,False,True,10164.0
2004,Busan,4.9,3.2,5.8,2.2,False,True,10164.0
2004,Busan,5.0,2.9,4.5,2.2,False,True,10164.0
2004,Busan,4.7,3.0,4.5,2.5,False,True,10164.0
2004,Busan,4.9,2.5,3.3,3.0,False,True,10164.0
2004,Busan,5.2,3.2,4.5,2.4,False,True,10164.0
2004,Busan,4.9,3.3,6.2,2.5,False,True,10164.0
2004,Busan,5.2,2.7,9.4,1.8,False,True,10164.0
2005,Busan,5.4,2.5,5.2,2.2,False,True,10695.0
2005,Busan,5.2,2.7,5.1,2.3,False,True,10695.0
2005,Busan,5.4,2.9,5.2,2.5,False,True,10695.0
2005,Busan,5.2,2.7,4.4,1.7,False,True,10695.0
2005,Busan,5.3,2.6,5.7,1.6,False,True,10695.0
2005,Busan,4.8,2.8,5.5,2.0,False,True,10695.0
2005,Busan,4.6,2.7,4.1,1.5,False,True,10695.0
2005,Busan,4.9,2.9,4.8,2.1,False,True,10695.0
2005,Busan,4.9,2.8,3.6,2.5,False,True,10695.0
2005,Busan,5.3,2.7,4.4,1.7,False,True,10695.0
2005,Busan,5.4,2.6,6.2,1.5,False,True,10695.0
2005,Busan,5.6,2.5,8.0,0.9,False,True,10695.0
2006,Busan,5.7,2.6,5.5,1.7,False,True,11323.0
2006,Busan,5.4,2.8,5.1,2.5,False,True,11323.0
2006,Busan,5.4,2.8,5.2,2.1,False,True,11323.0
2006,Busan,5.3,2.3,4.7,2.0,False,True,11323.0
2006,Busan,5.2,2.6,6.3,1.9,False,True,11323.0
2006,Busan,4.8,2.6,6.0,2.0,False,True,11323.0
2006,Busan,4.7,2.7,4.2,1.6,False,True,11323.0
2006,Busan,5.0,1.8,5.1,2.0,False,True,11323.0
2006,Busan,5.0,2.3,3.7,2.3,False,True,11323.0
2006,Busan,5.2,2.2,4.2,2.3,False,True,11323.0
2006,Busan,5.4,2.7,6.8,1.7,False,True,11323.0
2006,Busan,5.6,2.3,9.3,0.7,False,True,11323.0
2007,Busan,5.8,2.3,7.2,2.1,False,True,11855.0
2007,Busan,5.8,2.4,6.8,2.1,False,True,11855.0
2007,Busan,5.4,2.4,5.7,2.6,False,True,11855.0
2007,Busan,5.3,2.6,5.1,2.3,False,True,11855.0
2007,Busan,5.2,2.6,6.2,2.3,False,True,11855.0
2007,Busan,5.0,2.2,6.0,2.1,False,True,11855.0
2007,Busan,4.9,2.4,4.9,2.4,False,True,11855.0
2007,Busan,4.9,2.5,5.6,3.4,False,True,11855.0
2007,Busan,5.0,2.1,3.4,3.9,False,True,11855.0
2007,Busan,5.5,2.5,5.1,3.3,False,True,11855.0
2007,Busan,5.3,2.6,7.2,3.1,False,True,11855.0
2007,Busan,5.8,2.5,8.3,1.2,False,True,11855.0
2008,Busan,5.7,2.3,6.3,3.0,False,True,12699.0
2008,Busan,5.8,2.5,5.8,1.8,False,True,12699.0
2008,Busan,5.8,2.2,5.5,2.0,False,True,12699.0
2008,Busan,5.3,2.4,5.2,2.2,False,True,12699.0
2008,Busan,5.4,2.3,6.3,1.6,False,True,12699.0
2008,Busan,5.2,2.3,5.9,1.4,False,True,12699.0
2008,Busan,5.0,2.3,5.0,2.2,False,True,12699.0
2008,Busan,4.8,1.6,4.8,2.5,False,True,12699.0
2008,Busan,5.2,1.6,4.0,2.5,False,True,12699.0
2008,Busan,5.5,2.1,5.2,2.1,False,True,12699.0
2008,Busan,5.6,2.3,5.5,1.9,False,True,12699.0
2008,Busan,5.6,2.5,7.9,1.1,False,True,12699.0
2009,Busan,5.7,2.3,6.3,2.2,False,True,12993.0
2009,Busan,5.2,2.6,5.3,2.5,False,True,12993.0
2009,Busan,5.3,2.5,4.9,2.0,False,True,12993.0
2009,Busan,5.7,2.3,4.8,1.4,False,True,12993.0
2009,Busan,5.2,2.3,5.9,1.7,False,True,12993.0
2009,Busan,5.0,2.7,5.4,1.6,False,True,12993.0
2009,Busan,5.2,2.5,4.2,1.6,False,True,12993.0
2009,Busan,5.1,2.2,5.0,1.9,False,True,12993.0
2009,Busan,4.9,2.4,3.9,2.6,False,True,12993.0
2009,Busan,5.4,2.1,4.4,1.7,False,True,12993.0
2009,Busan,5.7,2.5,5.2,1.0,False,True,12993.0
2009,Busan,5.5,2.5,7.6,0.6,False,True,12993.0
2010,Busan,5.9,2.2,5.8,2.3,False,True,13605.0
2010,Busan,5.7,2.0,6.0,1.9,False,True,13605.0
2010,Busan,5.5,2.2,5.4,2.2,False,True,13605.0
2010,Busan,5.6,2.0,5.6,2.4,False,True,13605.0
2010,Busan,5.4,2.2,5.8,1.4,False,True,13605.0
2010,Busan,5.1,2.2,6.1,2.2,False,True,13605.0
2010,Busan,5.3,2.0,4.9,1.9,False,True,13605.0
2010,Busan,5.2,2.2,5.4,2.3,False,True,13605.0
2010,Busan,5.5,2.2,4.2,3.2,False,True,13605.0
2010,Busan,5.6,1.9,4.8,2.9,False,True,13605.0
2010,Busan,5.8,2.4,6.5,2.8,False,True,13605.0
2010,Busan,6.1,2.4,8.1,0.8,False,True,13605.0
2011,Busan,6.3,1.9,5.7,2.9,False,True,14396.0
2011,Busan,5.9,2.1,5.5,2.2,False,True,14396.0
2011,Busan,5.7,2.3,5.7,2.8,False,True,14396.0
2011,Busan,5.4,2.0,5.1,2.8,False,True,14396.0
2011,Busan,5.5,2.1,6.3,2.3,False,True,14396.0
2011,Busan,5.4,2.3,6.3,2.4,False,True,14396.0
2011,Busan,5.1,1.9,4.8,2.3,False,True,14396.0
2011,Busan,5.4,2.2,5.4,2.5,False,True,14396.0
2011,Busan,5.4,2.3,4.1,2.7,False,True,14396.0
2011,Busan,5.5,2.0,5.2,2.0,False,True,14396.0
2011,Busan,5.6,2.2,6.7,2.0,False,True,14396.0
2011,Busan,5.9,2.3,8.0,0.8,False,True,14396.0
2012,Busan,6.5,2.0,6.7,2.1,False,True,15098.0
2012,Busan,6.9,2.3,5.7,1.9,False,True,15098.0
2012,Busan,6.2,2.2,5.4,2.6,False,True,15098.0
2012,Busan,5.7,2.0,6.1,2.6,False,True,15098.0
2012,Busan,5.7,2.0,5.9,2.0,False,True,15098.0
2012,Busan,5.4,2.3,5.8,2.2,False,True,15098.0
2012,Busan,5.1,2.2,5.4,2.9,False,True,15098.0
2012,Busan,5.3,2.1,5.0,3.1,False,True,15098.0
2012,Busan,5.7,2.2,3.8,3.0,False,True,15098.0
2012,Busan,5.9,2.1,5.4,2.7,False,True,15098.0
2012,Busan,5.8,2.3,6.7,2.4,False,True,15098.0
2012,Busan,6.2,2.0,7.8,0.5,False,True,15098.0
2013,Busan,6.0,2.0,6.6,2.5,False,True,15651.0
2013,Busan,6.2,2.1,5.9,1.7,False,True,15651.0
2013,Busan,6.2,2.0,5.0,1.4,False,True,15651.0
2013,Busan,5.7,1.9,5.2,1.9,False,True,15651.0
2013,Busan,5.7,2.2,6.5,1.3,False,True,15651.0
2013,Busan,5.3,2.1,5.9,1.6,False,True,15651.0
2013,Busan,5.1,2.4,6.0,1.9,False,True,15651.0
2013,Busan,5.4,2.3,5.7,1.8,False,True,15651.0
2013,Busan,5.5,2.2,4.0,2.5,False,True,15651.0
2013,Busan,5.7,2.3,5.6,1.8,False,True,15651.0
2013,Busan,6.1,2.0,6.5,1.0,False,True,15651.0
2013,Busan,6.2,2.1,8.2,0.2,False,True,15651.0
2014,Busan,6.1,1.9,6.0,2.3,False,True,16147.0
2014,Busan,6.7,2.2,5.7,1.3,False,True,16147.0
2014,Busan,6.0,2.1,4.8,1.4,False,True,16147.0
2014,Busan,5.7,2.1,5.0,2.2,False,True,16147.0
2014,Busan,5.6,2.1,6.0,1.8,False,True,16147.0
2014,Busan,5.4,2.1,5.6,1.8,False,True,16147.0
2014,Busan,5.3,2.2,5.5,2.1,False,True,16147.0
2014,Busan,5.2,2.0,4.5,2.5,False,True,16147.0
2014,Busan,5.6,2.3,4.2,2.3,False,True,16147.0
2014,Busan,5.8,2.2,5.7,1.7,False,True,16147.0
2014,Busan,5.9,2.0,5.2,1.0,False,True,16147.0
2014,Busan,6.4,2.1,7.0,0.2,False,True,16147.0
2015,Busan,6.3,2.1,6.0,2.3,False,True,17044.0
2015,Busan,6.3,1.8,5.1,1.6,False,True,17044.0
2015,Busan,6.9,1.8,5.3,1.3,False,True,17044.0
2015,Busan,6.2,2.0,4.9,1.9,False,True,17044.0
2015,Busan,6.0,1.6,5.5,1.3,False,True,17044.0
2015,Busan,5.6,2.0,6.0,1.9,False,True,17044.0
2015,Busan,5.4,1.8,5.3,2.1,False,True,17044.0
2015,Busan,5.7,1.7,4.8,1.5,False,True,17044.0
2015,Busan,5.5,1.9,3.9,2.6,False,True,17044.0
2015,Busan,5.9,2.2,4.5,1.8,False,True,17044.0
2015,Busan,5.9,2.0,5.5,1.4,False,True,17044.0
2015,Busan,6.1,1.9,7.1,0.4,False,True,17044.0
2016,Busan,6.6,1.8,5.3,1.8,False,True,17525.0
2016,Busan,6.8,1.8,4.8,1.2,False,True,17525.0
2016,Busan,6.5,2.0,5.3,1.6,False,True,17525.0
2016,Busan,6.2,2.0,5.0,1.4,False,True,17525.0
2016,Busan,5.9,1.9,5.2,1.0,False,True,17525.0
2016,Busan,5.9,2.1,4.9,1.1,False,True,17525.0
2016,Busan,5.7,1.7,4.3,1.1,False,True,17525.0
2016,Busan,5.6,2.1,5.1,1.6,False,True,17525.0
2016,Busan,5.8,1.9,3.5,1.5,False,True,17525.0
2016,Busan,6.2,2.0,4.3,0.3,False,True,17525.0
2016,Busan,5.9,2.4,5.5,1.0,False,True,17525.0
2016,Busan,5.9,1.8,5.8,-0.2,False,True,17525.0
2017,Busan,6.5,1.5,5.3,0.6,False,True,18189.0
2017,Busan,6.7,2.2,5.2,0.3,False,True,18189.0
2017,Busan,6.1,2.3,4.5,0.7,False,True,18189.0
2017,Busan,6.0,1.8,4.1,0.4,False,True,18189.0
2017,Busan,6.0,2.1,5.6,0.3,False,True,18189.0
2017,Busan,5.5,1.9,4.6,0.8,False,True,18189.0
2017,Busan,5.7,1.7,3.9,0.1,False,True,18189.0
2017,Busan,6.0,2.0,4.3,0.1,False,True,18189.0
2017,Busan,6.0,2.2,3.6,0.4,False,True,18189.0
2017,Busan,6.3,1.7,3.2,-0.3,False,True,18189.0
2017,Busan,6.6,2.1,5.0,-0.9,False,True,18189.0
2017,Busan,7.2,1.7,5.3,-2.1,False,True,18189.0
2018,Busan,8.4,2.1,5.0,-2.0,False,True,18868.0
2018,Busan,6.9,1.9,4.2,-0.6,False,True,18868.0
2018,Busan,6.4,1.9,4.3,-0.2,False,True,18868.0
2018,Busan,6.5,1.8,4.1,-0.6,False,True,18868.0
2018,Busan,6.4,1.9,4.9,-0.8,False,True,18868.0
2018,Busan,6.2,1.9,4.3,-0.3,False,True,18868.0
2018,Busan,6.2,2.0,3.9,-0.9,False,True,18868.0
2018,Busan,6.0,1.9,4.1,-0.5,False,True,18868.0
2018,Busan,6.4,1.7,2.9,-1.1,False,True,18868.0
2018,Busan,6.6,2.2,4.3,-1.4,False,True,18868.0
2018,Busan,6.3,2.3,4.5,-1.2,False,True,18868.0
2018,Busan,6.9,1.8,5.3,-2.4,False,True,18868.0
2019,Busan,7.5,1.9,4.5,-1.8,False,True,19723.0
2019,Busan,6.6,2.0,4.0,-1.0,False,True,19723.0
2019,Busan,6.4,1.9,3.9,-1.1,False,True,19723.0
2019,Busan,6.4,2.2,4.2,-1.1,False,True,19723.0
2019,Busan,6.5,2.2,4.6,-1.4,False,True,19723.0
2019,Busan,6.2,1.9,4.0,-1.3,False,True,19723.0
2019,Busan,6.3,1.9,3.6,-1.5,False,True,19723.0
2019,Busan,6.2,2.0,3.7,-1.4,False,True,19723.0
2019,Busan,6.0,1.9,3.1,-1.2,False,True,19723.0
2019,Busan,6.8,2.1,3.9,-1.8,False,True,19723.0
2019,Busan,7.0,2.0,4.3,-2.2,False,True,19723.0
2019,Busan,7.0,2.1,5.1,-2.7,False,True,19723.0
2020,Busan,7.5,1.6,3.9,-2.0,False,True,20460.0
2020,Busan,7.2,1.8,4.1,-2.6,False,True,20460.0
2020,Busan,6.7,2.3,3.9,-2.1,False,True,20460.0
2020,Busan,6.8,2.6,3.1,-2.2,False,True,20460.0
2020,Busan,6.4,2.1,3.7,-1.8,False,True,20460.0
2020,Busan,6.5,1.9,3.8,-2.0,False,True,20460.0
2020,Busan,6.4,2.3,3.8,-2.0,False,True,20460.0
2020,Busan,6.7,1.7,2.8,-2.4,False,True,20460.0
2020,Busan,6.7,1.9,3.2,-1.7,False,True,20460.0
2020,Busan,6.9,2.1,2.9,-2.8,False,True,20460.0
2020,Busan,7.0,2.0,3.8,-3.2,False,True,20460.0
2020,Busan,7.0,2.2,4.1,-3.4,False,True,20460.0
2021,Busan,7.4,1.8,3.5,-2.6,False,True,21035.0
2021,Busan,7.0,2.3,3.5,-2.7,False,True,21035.0
2021,Busan,6.8,1.9,3.5,-2.0,False,True,21035.0
2021,Busan,6.6,2.1,3.2,-1.9,False,True,21035.0
2021,Busan,6.7,1.7,3.2,-2.5,False,True,21035.0
2021,Busan,6.3,1.8,3.6,-1.7,False,True,21035.0
2021,Busan,6.8,1.9,5.5,-2.5,False,True,21035.0
2021,Busan,6.9,1.7,2.9,-2.3,False,True,21035.0
2021,Busan,6.9,1.8,2.8,-2.4,False,True,21035.0
2021,Busan,7.1,1.6,3.0,-3.0,False,True,21035.0
2021,Busan,7.8,2.0,3.7,-4.0,False,True,21035.0
2021,Busan,8.0,2.1,4.2,-4.9,False,True,21035.0
2022,Busan,7.8,1.7,3.0,-2.7,False,True,22577.0
2022,Busan,9.2,1.8,3.3,-4.7,False,True,22577.0
2022,Busan,12.8,1.5,3.0,2.9,False,True,22577.0
2022,Busan,9.0,1.5,3.4,-4.4,False,True,22577.0
2022,Busan,7.6,1.5,3.6,-3.4,False,True,22577.0
2022,Busan,6.6,1.9,3.4,-2.5,False,True,22577.0
2000,Chungcheongbuk-do,7.3,1.7,6.6,7.7,False,False,14450.365853658537
2000,Chungcheongbuk-do,7.4,2.2,6.4,7.1,False,False,14450.365853658537
2000,Chungcheongbuk-do,6.9,2.3,7.3,7.4,False,False,14450.365853658537
2000,Chungcheongbuk-do,7.1,2.0,7.3,6.3,False,False,14450.365853658537
2000,Chungcheongbuk-do,6.8,2.2,7.7,6.2,False,False,14450.365853658537
2000,Chungcheongbuk-do,6.8,2.3,6.5,5.0,False,False,14450.365853658537
2000,Chungcheongbuk-do,6.1,2.4,4.5,5.6,False,False,14450.365853658537
2000,Chungcheongbuk-do,6.4,2.5,4.3,5.7,False,False,14450.365853658537
2000,Chungcheongbuk-do,6.9,2.2,3.8,5.9,False,False,14450.365853658537
2000,Chungcheongbuk-do,7.0,2.4,6.4,6.2,False,False,14450.365853658537
2000,Chungcheongbuk-do,7.7,2.1,8.1,5.2,False,False,14450.365853658537
2000,Chungcheongbuk-do,6.8,2.4,8.1,5.8,False,False,14450.365853658537
2001,Chungcheongbuk-do,6.7,2.1,6.3,7.8,False,False,14450.365853658537
2001,Chungcheongbuk-do,6.9,3.1,6.3,7.4,False,False,14450.365853658537
2001,Chungcheongbuk-do,6.9,2.8,6.9,6.6,False,False,14450.365853658537
2001,Chungcheongbuk-do,6.7,2.4,7.5,5.9,False,False,14450.365853658537
2001,Chungcheongbuk-do,6.4,2.7,8.1,5.4,False,False,14450.365853658537
2001,Chungcheongbuk-do,5.9,2.7,5.7,4.5,False,False,14450.365853658537
2001,Chungcheongbuk-do,5.7,2.6,4.4,3.5,False,False,14450.365853658537
2001,Chungcheongbuk-do,6.0,3.0,4.0,3.5,False,False,14450.365853658537
2001,Chungcheongbuk-do,6.3,2.3,3.9,5.6,False,False,14450.365853658537
2001,Chungcheongbuk-do,6.8,2.9,5.0,3.6,False,False,14450.365853658537
2001,Chungcheongbuk-do,6.9,2.5,8.0,4.1,False,False,14450.365853658537
2001,Chungcheongbuk-do,6.8,2.4,8.6,3.0,False,False,14450.365853658537
2002,Chungcheongbuk-do,6.4,3.0,6.6,5.8,False,False,8658.0
2002,Chungcheongbuk-do,6.3,2.4,4.8,5.3,False,False,8658.0
2002,Chungcheongbuk-do,6.7,2.7,5.8,4.5,False,False,8658.0
2002,Chungcheongbuk-do,7.0,2.7,6.6,3.7,False,False,8658.0
2002,Chungcheongbuk-do,6.6,2.7,7.0,3.9,False,False,8658.0
2002,Chungcheongbuk-do,6.6,2.9,5.4,2.9,False,False,8658.0
2002,Chungcheongbuk-do,5.9,2.8,4.7,3.8,False,False,8658.0
2002,Chungcheongbuk-do,6.3,2.9,4.1,3.4,False,False,8658.0
2002,Chungcheongbuk-do,6.7,3.0,3.6,3.2,False,False,8658.0
2002,Chungcheongbuk-do,7.3,3.1,5.4,2.1,False,False,8658.0
2002,Chungcheongbuk-do,7.3,3.0,7.4,2.3,False,False,8658.0
2002,Chungcheongbuk-do,7.3,3.0,8.2,1.4,False,False,8658.0
2003,Chungcheongbuk-do,6.6,3.2,5.4,4.4,False,False,9030.0
2003,Chungcheongbuk-do,6.8,3.8,5.2,3.6,False,False,9030.0
2003,Chungcheongbuk-do,6.5,3.2,5.8,3.8,False,False,9030.0
2003,Chungcheongbuk-do,7.0,3.0,6.5,3.0,False,False,9030.0
2003,Chungcheongbuk-do,6.5,2.9,6.2,2.8,False,False,9030.0
2003,Chungcheongbuk-do,6.6,3.3,5.2,2.3,False,False,9030.0
2003,Chungcheongbuk-do,6.3,3.3,4.9,3.4,False,False,9030.0
2003,Chungcheongbuk-do,6.2,3.1,3.9,2.6,False,False,9030.0
2003,Chungcheongbuk-do,6.6,3.1,3.9,3.4,False,False,9030.0
2003,Chungcheongbuk-do,7.0,2.9,6.5,3.8,False,False,9030.0
2003,Chungcheongbuk-do,7.1,2.6,6.3,2.5,False,False,9030.0
2003,Chungcheongbuk-do,6.7,2.8,8.0,2.5,False,False,9030.0
2004,Chungcheongbuk-do,6.1,2.5,5.4,5.0,False,False,9758.0
2004,Chungcheongbuk-do,6.7,3.1,5.5,4.0,False,False,9758.0
2004,Chungcheongbuk-do,6.9,2.9,6.7,3.7,False,False,9758.0
2004,Chungcheongbuk-do,6.6,2.6,5.0,3.0,False,False,9758.0
2004,Chungcheongbuk-do,6.5,2.4,5.9,2.8,False,False,9758.0
2004,Chungcheongbuk-do,6.0,2.6,6.0,2.5,False,False,9758.0
2004,Chungcheongbuk-do,5.8,2.2,4.8,3.8,False,False,9758.0
2004,Chungcheongbuk-do,6.2,2.7,4.1,3.2,False,False,9758.0
2004,Chungcheongbuk-do,5.9,2.4,3.8,4.0,False,False,9758.0
2004,Chungcheongbuk-do,6.9,2.7,5.1,2.5,False,False,9758.0
2004,Chungcheongbuk-do,6.5,2.5,7.2,2.3,False,False,9758.0
2004,Chungcheongbuk-do,7.1,2.3,9.3,1.3,False,False,9758.0
2005,Chungcheongbuk-do,6.7,2.1,5.2,3.4,False,False,10403.0
2005,Chungcheongbuk-do,6.9,2.2,4.4,2.7,False,False,10403.0
2005,Chungcheongbuk-do,7.0,2.7,6.0,3.0,False,False,10403.0
2005,Chungcheongbuk-do,6.8,2.2,5.5,2.3,False,False,10403.0
2005,Chungcheongbuk-do,6.5,2.2,6.6,1.8,False,False,10403.0
2005,Chungcheongbuk-do,6.0,2.4,5.8,1.6,False,False,10403.0
2005,Chungcheongbuk-do,6.2,2.1,4.2,1.8,False,False,10403.0
2005,Chungcheongbuk-do,5.7,3.0,4.4,3.0,False,False,10403.0
2005,Chungcheongbuk-do,5.6,2.3,4.0,3.9,False,False,10403.0
2005,Chungcheongbuk-do,7.1,2.1,5.7,1.7,False,False,10403.0
2005,Chungcheongbuk-do,6.6,2.7,6.8,2.0,False,False,10403.0
2005,Chungcheongbuk-do,7.4,2.0,8.8,0.5,False,False,10403.0
2006,Chungcheongbuk-do,6.4,2.5,5.9,3.6,False,False,10840.0
2006,Chungcheongbuk-do,6.7,2.9,5.5,2.9,False,False,10840.0
2006,Chungcheongbuk-do,7.0,2.4,6.1,1.9,False,False,10840.0
2006,Chungcheongbuk-do,6.4,1.9,5.8,2.7,False,False,10840.0
2006,Chungcheongbuk-do,6.3,2.5,6.9,2.7,False,False,10840.0
2006,Chungcheongbuk-do,6.3,2.5,6.7,2.2,False,False,10840.0
2006,Chungcheongbuk-do,5.8,2.2,5.2,2.9,False,False,10840.0
2006,Chungcheongbuk-do,6.3,2.7,5.0,2.6,False,False,10840.0
2006,Chungcheongbuk-do,6.3,2.6,4.3,2.8,False,False,10840.0
2006,Chungcheongbuk-do,6.4,1.5,4.9,2.3,False,False,10840.0
2006,Chungcheongbuk-do,6.7,1.8,8.0,2.1,False,False,10840.0
2006,Chungcheongbuk-do,6.3,2.3,10.4,2.0,False,False,10840.0
2007,Chungcheongbuk-do,6.9,2.3,7.2,3.1,False,False,11247.0
2007,Chungcheongbuk-do,6.6,2.2,6.6,3.5,False,False,11247.0
2007,Chungcheongbuk-do,6.7,2.6,6.2,3.4,False,False,11247.0
2007,Chungcheongbuk-do,6.5,2.5,6.8,3.4,False,False,11247.0
2007,Chungcheongbuk-do,6.3,2.3,6.9,3.4,False,False,11247.0
2007,Chungcheongbuk-do,6.2,2.4,6.1,3.2,False,False,11247.0
2007,Chungcheongbuk-do,5.9,2.3,5.6,3.3,False,False,11247.0
2007,Chungcheongbuk-do,6.1,2.5,5.4,4.2,False,False,11247.0
2007,Chungcheongbuk-do,6.4,1.8,4.0,4.6,False,False,11247.0
2007,Chungcheongbuk-do,6.7,2.6,6.8,4.8,False,False,11247.0
2007,Chungcheongbuk-do,6.5,2.8,8.0,3.8,False,False,11247.0
2007,Chungcheongbuk-do,6.7,2.1,8.9,1.9,False,False,11247.0
2008,Chungcheongbuk-do,6.9,2.5,6.7,4.2,False,False,11983.0
2008,Chungcheongbuk-do,7.0,2.5,5.6,3.0,False,False,11983.0
2008,Chungcheongbuk-do,7.1,2.6,6.8,2.9,False,False,11983.0
2008,Chungcheongbuk-do,6.7,2.6,6.3,2.5,False,False,11983.0
2008,Chungcheongbuk-do,6.3,2.3,6.8,2.3,False,False,11983.0
2008,Chungcheongbuk-do,5.8,2.6,6.4,2.9,False,False,11983.0
2008,Chungcheongbuk-do,5.7,2.0,5.7,3.3,False,False,11983.0
2008,Chungcheongbuk-do,6.0,1.4,4.9,2.9,False,False,11983.0
2008,Chungcheongbuk-do,5.7,2.3,4.6,3.9,False,False,11983.0
2008,Chungcheongbuk-do,6.7,2.1,5.7,2.4,False,False,11983.0
2008,Chungcheongbuk-do,6.7,2.0,6.8,2.3,False,False,11983.0
2008,Chungcheongbuk-do,6.4,2.7,9.0,1.9,False,False,11983.0
2009,Chungcheongbuk-do,6.7,2.0,5.9,4.0,False,False,12615.0
2009,Chungcheongbuk-do,6.8,2.5,5.5,2.7,False,False,12615.0
2009,Chungcheongbuk-do,6.9,2.6,6.0,2.7,False,False,12615.0
2009,Chungcheongbuk-do,6.2,2.0,5.4,3.2,False,False,12615.0
2009,Chungcheongbuk-do,6.7,2.3,6.3,1.9,False,False,12615.0
2009,Chungcheongbuk-do,7.0,3.0,5.9,1.4,False,False,12615.0
2009,Chungcheongbuk-do,6.0,2.7,4.9,3.0,False,False,12615.0
2009,Chungcheongbuk-do,6.0,2.1,4.6,2.5,False,False,12615.0
2009,Chungcheongbuk-do,6.4,2.5,4.8,3.6,False,False,12615.0
2009,Chungcheongbuk-do,6.8,2.3,4.9,1.7,False,False,12615.0
2009,Chungcheongbuk-do,6.6,2.6,6.1,2.6,False,False,12615.0
2009,Chungcheongbuk-do,6.6,2.7,7.9,1.6,False,False,12615.0
2010,Chungcheongbuk-do,6.3,2.4,5.5,4.1,False,False,13246.0
2010,Chungcheongbuk-do,6.0,2.1,5.5,4.0,False,False,13246.0
2010,Chungcheongbuk-do,7.1,1.9,6.0,2.6,False,False,13246.0
2010,Chungcheongbuk-do,6.6,2.4,6.5,2.7,False,False,13246.0
2010,Chungcheongbuk-do,6.3,2.2,6.5,2.3,False,False,13246.0
2010,Chungcheongbuk-do,6.1,2.5,6.5,3.0,False,False,13246.0
2010,Chungcheongbuk-do,5.8,2.4,4.9,3.5,False,False,13246.0
