Year,Region,Birth_rate,Death_rate,Divorce_rate,Marriage_rate,Natural_growth_rate,Is_Capital,Is_bigcity
2000,Busan,11.61,5.8,2.5,7.5,5.8,False,True
2000,Chungcheongbuk-do,15.06,7.3,1.7,6.6,7.7,False,False
2000,Chungcheongnam-do,14.75,9.0,2.0,6.5,5.7,False,False
2000,Daegu,14.39,5.3,2.0,7.4,9.1,False,True
2000,Daejeon,16.08,4.9,2.4,7.5,11.2,False,True
2000,Gangwon-do,14.91,8.1,2.3,6.2,6.8,False,False
2000,Gwangju,8.84,5.3,1.8,8.1,2.9,False,True
2000,Gyeonggi-do,8.84,5.0,2.5,7.6,2.9,True,True
2000,Gyeongsangbuk-do,14.14,9.4,1.7,7.1,4.8,False,False
2000,Gyeongsangnam-do,15.05,8.1,2.2,8.0,6.9,False,False
2000,Incheon,15.61,4.5,2.8,7.1,11.1,True,True
2000,Jeju,8.84,6.3,3.0,8.7,2.9,False,False
2000,Jeollabuk-do,14.97,8.1,1.9,6.6,6.9,False,False
2000,Jeollanam-do,14.69,9.7,2.0,6.7,5.0,False,False
2000,Seoul,14.79,4.5,2.1,7.8,10.3,True,True
2000,Ulsan,8.84,4.4,1.9,7.5,2.9,False,True
2000,Whole country,15.37,6.1,2.3,7.5,9.3,False,False
2000,Busan,12.02,4.8,2.7,6.8,7.2,False,True
2000,Chungcheongbuk-do,14.57,7.4,2.2,6.4,7.1,False,False
2000,Chungcheongnam-do,14.95,7.4,2.1,5.9,7.6,False,False
2000,Daegu,13.56,4.9,2.2,7.2,8.6,False,True
2000,Daejeon,16.17,4.3,2.8,7.0,11.9,False,True
2000,Gangwon-do,14.44,7.3,2.6,5.8,7.2,False,False
2000,Gwangju,8.84,4.6,1.9,7.2,2.9,False,True
2000,Gyeonggi-do,8.84,4.3,2.8,7.1,2.9,True,True
2000,Gyeongsangbuk-do,14.5,8.5,1.8,7.0,6.0,False,False
2000,Gyeongsangnam-do,14.79,6.7,2.4,7.7,8.1,False,False
2000,Incheon,15.42,4.3,3.3,6.3,11.1,True,True
2000,Jeju,8.84,6.1,3.3,10.3,11.8,False,False
2000,Jeollabuk-do,14.45,7.6,2.1,6.1,6.8,False,False
2000,Jeollanam-do,13.87,9.0,2.2,6.5,4.9,False,False
2000,Seoul,14.48,4.0,2.3,6.9,10.5,True,True
2000,Ulsan,8.84,4.0,2.7,7.1,2.9,False,True
2000,Whole country,15.11,5.4,2.5,7.0,9.7,False,False
2000,Busan,12.19,5.0,2.8,6.3,7.2,False,True
2000,Chungcheongbuk-do,14.28,6.9,2.3,7.3,7.4,False,False
2000,Chungcheongnam-do,13.96,8.2,2.4,7.3,5.8,False,False
2000,Daegu,14.36,4.8,2.3,7.0,9.6,False,True
2000,Daejeon,15.81,4.4,3.3,8.0,11.4,False,True
2000,Gangwon-do,13.69,7.8,2.9,6.7,5.9,False,False
2000,Gwangju,16.42,4.3,2.8,8.3,2.9,False,True
2000,Gyeonggi-do,8.84,4.4,2.8,8.0,2.9,True,True
2000,Gyeongsangbuk-do,13.87,8.0,2.0,7.2,5.9,False,False
2000,Gyeongsangnam-do,15.21,6.7,2.5,7.3,8.5,False,False
2000,Incheon,15.35,4.3,3.5,7.1,11.1,True,True
2000,Jeju,8.84,6.0,2.9,9.1,11.7,False,False
2000,Jeollabuk-do,14.05,7.3,2.5,7.4,6.7,False,False
2000,Jeollanam-do,13.31,9.0,2.4,7.0,4.3,False,False
2000,Seoul,14.29,3.9,2.7,7.8,10.4,True,True
2000,Ulsan,8.84,3.8,2.6,7.2,2.9,False,True
2000,Whole country,14.91,5.4,2.7,7.6,9.5,False,False
2000,Busan,11.08,4.9,2.3,5.5,6.2,False,True
2000,Chungcheongbuk-do,13.46,7.1,2.0,7.3,6.3,False,False
2000,Chungcheongnam-do,13.19,7.8,1.8,7.6,5.3,False,False
2000,Daegu,13.36,4.6,1.7,5.9,8.8,False,True
2000,Daejeon,15.02,4.1,2.2,7.2,10.9,False,True
2000,Gangwon-do,12.65,7.1,2.3,6.8,5.6,False,False
2000,Gwangju,15.87,4.4,2.0,7.7,11.5,False,True
2000,Gyeonggi-do,15.83,4.4,2.5,8.2,11.4,True,True
2000,Gyeongsangbuk-do,12.92,7.8,1.7,6.1,5.1,False,False
2000,Gyeongsangnam-do,14.48,6.5,2.1,5.9,8.0,False,False
2000,Incheon,13.0,4.5,2.9,7.5,8.5,True,True
2000,Jeju,15.36,5.5,2.8,8.5,9.9,False,False
2000,Jeollabuk-do,12.51,7.1,1.8,6.0,5.4,False,False
2000,Jeollanam-do,12.27,8.0,1.8,6.6,4.3,False,False
2000,Seoul,12.77,3.8,2.3,7.9,9.0,True,True
2000,Ulsan,16.12,3.8,2.4,5.9,2.9,False,True
2000,Whole country,13.64,5.2,2.2,7.2,8.4,False,False
2000,Busan,10.88,4.4,2.7,7.7,6.5,False,True
2000,Chungcheongbuk-do,13.05,6.8,2.2,7.7,6.2,False,False
2000,Chungcheongnam-do,12.21,7.6,2.1,7.8,4.6,False,False
2000,Daegu,13.06,4.4,2.2,8.5,8.7,False,True
2000,Daejeon,13.73,4.1,2.9,8.6,9.7,False,True
2000,Gangwon-do,12.27,6.7,2.5,8.5,5.5,False,False
2000,Gwangju,14.7,4.1,2.1,8.4,10.6,False,True
2000,Gyeonggi-do,14.83,4.2,2.8,9.3,10.7,True,True
2000,Gyeongsangbuk-do,12.53,7.5,1.8,7.8,5.0,False,False
2000,Gyeongsangnam-do,13.45,6.2,2.5,8.5,7.3,False,False
2000,Incheon,13.02,3.6,3.3,9.0,9.4,True,True
2000,Jeju,16.01,5.2,2.9,9.0,10.8,False,False
2000,Jeollabuk-do,12.03,7.2,2.3,7.1,4.9,False,False
2000,Jeollanam-do,11.61,7.7,2.1,7.0,3.9,False,False
2000,Seoul,12.39,3.5,2.4,9.7,8.9,True,True
2000,Ulsan,15.01,3.2,2.6,9.1,11.8,False,True
2000,Whole country,13.04,4.9,2.5,8.8,8.1,False,False
2000,Busan,9.45,4.3,2.8,6.9,5.1,False,True
2000,Chungcheongbuk-do,11.72,6.8,2.3,6.5,5.0,False,False
2000,Chungcheongnam-do,11.51,7.4,2.4,6.3,4.1,False,False
2000,Daegu,11.25,4.1,2.1,6.9,7.2,False,True
2000,Daejeon,12.49,3.9,2.6,7.1,8.6,False,True
2000,Gangwon-do,11.74,6.8,2.6,6.9,4.9,False,False
2000,Gwangju,13.79,3.7,2.2,7.0,10.1,False,True
2000,Gyeonggi-do,14.12,4.0,2.9,8.3,10.1,True,True
2000,Gyeongsangbuk-do,10.76,7.2,2.1,6.3,3.5,False,False
2000,Gyeongsangnam-do,11.82,6.0,2.7,6.7,5.9,False,False
2000,Incheon,12.57,4.0,3.1,7.7,8.5,True,True
2000,Jeju,13.78,4.8,3.6,7.3,9.0,False,False
2000,Jeollabuk-do,11.36,6.6,2.2,5.2,4.8,False,False
2000,Jeollanam-do,10.75,7.9,1.9,5.4,2.9,False,False
2000,Seoul,11.53,3.5,2.7,8.5,8.0,True,True
2000,Ulsan,13.48,3.4,2.8,7.7,10.1,False,True
2000,Whole country,12.0,4.8,2.6,7.4,7.2,False,False
2000,Busan,9.66,4.3,2.7,4.5,5.3,False,True
2000,Chungcheongbuk-do,11.72,6.1,2.4,4.5,5.6,False,False
2000,Chungcheongnam-do,11.45,6.9,2.3,4.3,4.6,False,False
2000,Daegu,11.44,4.2,2.1,4.7,7.3,False,True
2000,Daejeon,12.44,3.8,2.7,4.6,8.6,False,True
2000,Gangwon-do,11.42,6.5,2.5,4.5,4.9,False,False
2000,Gwangju,13.97,3.8,1.9,4.9,10.2,False,True
2000,Gyeonggi-do,13.88,4.0,2.8,5.5,9.9,True,True
2000,Gyeongsangbuk-do,11.44,7.3,1.9,4.0,4.1,False,False
2000,Gyeongsangnam-do,11.79,5.8,2.2,4.5,6.0,False,False
2000,Incheon,12.45,4.2,3.1,5.2,8.3,True,True
2000,Jeju,14.42,5.7,2.9,5.3,8.7,False,False
2000,Jeollabuk-do,11.35,6.5,2.0,3.8,4.9,False,False
2000,Jeollanam-do,10.67,8.0,2.1,3.9,2.7,False,False
2000,Seoul,11.44,3.5,2.5,5.9,7.9,True,True
2000,Ulsan,14.13,3.3,2.6,4.4,10.8,False,True
2000,Whole country,12.0,4.8,2.5,5.1,7.2,False,False
2000,Busan,10.24,4.4,2.8,4.1,5.9,False,True
2000,Chungcheongbuk-do,12.12,6.4,2.5,4.3,5.7,False,False
2000,Chungcheongnam-do,11.89,7.9,2.4,4.2,3.9,False,False
2000,Daegu,12.23,4.2,2.4,4.1,8.1,False,True
2000,Daejeon,13.28,4.0,2.7,4.6,9.2,False,True
2000,Gangwon-do,11.49,6.5,2.6,4.0,5.0,False,False
2000,Gwangju,14.33,3.6,2.5,4.5,10.7,False,True
2000,Gyeonggi-do,14.59,4.0,3.0,5.1,10.6,True,True
2000,Gyeongsangbuk-do,11.6,7.1,2.4,3.8,4.5,False,False
2000,Gyeongsangnam-do,12.46,6.0,2.5,4.1,6.4,False,False
2000,Incheon,12.78,4.3,3.5,4.9,8.5,True,True
2000,Jeju,14.48,4.8,2.3,4.8,9.7,False,False
2000,Jeollabuk-do,11.54,7.0,2.4,3.6,4.5,False,False
2000,Jeollanam-do,11.69,7.8,2.5,3.6,3.9,False,False
2000,Seoul,12.06,3.7,2.7,5.3,8.4,True,True
2000,Ulsan,13.97,3.7,2.6,3.8,10.3,False,True
2000,Whole country,12.55,4.9,2.8,4.7,7.6,False,False
2000,Busan,11.03,4.7,2.6,3.4,6.4,False,True
2000,Chungcheongbuk-do,12.79,6.9,2.2,3.8,5.9,False,False
2000,Chungcheongnam-do,13.41,7.4,2.3,4.0,6.0,False,False
2000,Daegu,12.5,4.6,2.2,3.0,7.9,False,True
2000,Daejeon,14.32,3.9,2.3,4.3,10.4,False,True
2000,Gangwon-do,12.43,6.8,2.2,4.1,5.7,False,False
2000,Gwangju,16.37,4.6,2.8,4.2,11.8,False,True
2000,Gyeonggi-do,15.66,4.3,2.6,4.5,11.3,True,True
2000,Gyeongsangbuk-do,12.56,7.5,1.9,3.5,5.0,False,False
2000,Gyeongsangnam-do,13.23,6.6,2.3,3.6,6.7,False,False
2000,Incheon,14.07,4.3,2.8,4.4,9.7,True,True
2000,Jeju,8.84,5.3,2.8,3.4,11.4,False,False
2000,Jeollabuk-do,12.95,7.3,2.0,3.1,5.7,False,False
2000,Jeollanam-do,12.14,8.6,2.1,3.4,3.6,False,False
2000,Seoul,13.03,3.8,2.4,4.4,9.3,True,True
2000,Ulsan,15.27,3.8,2.6,3.4,11.5,False,True
2000,Whole country,13.56,5.2,2.4,4.1,8.4,False,False
2000,Busan,11.07,5.1,2.8,5.5,6.0,False,True
2000,Chungcheongbuk-do,13.21,7.0,2.4,6.4,6.2,False,False
2000,Chungcheongnam-do,12.34,8.1,2.4,6.4,4.2,False,False
2000,Daegu,13.17,4.7,2.2,5.8,8.5,False,True
2000,Daejeon,14.24,4.3,2.6,7.2,9.9,False,True
2000,Gangwon-do,11.72,7.1,2.5,7.0,4.7,False,False
2000,Gwangju,15.36,4.1,2.3,5.9,11.3,False,True
2000,Gyeonggi-do,15.67,4.4,2.9,7.6,11.2,True,True
2000,Gyeongsangbuk-do,12.06,7.8,2.1,5.7,4.3,False,False
2000,Gyeongsangnam-do,13.82,6.9,2.5,5.5,6.9,False,False
2000,Incheon,13.39,4.6,3.0,7.1,8.8,True,True
2000,Jeju,15.7,6.3,3.6,7.0,9.4,False,False
2000,Jeollabuk-do,11.75,7.6,2.1,5.1,4.2,False,False
2000,Jeollanam-do,11.92,8.8,2.0,4.7,3.1,False,False
2000,Seoul,13.34,4.0,2.7,7.3,9.4,True,True
2000,Ulsan,15.7,4.3,2.8,5.8,11.4,False,True
2000,Whole country,13.49,5.4,2.6,6.6,8.1,False,False
2000,Busan,10.87,5.2,2.7,7.3,5.7,False,True
2000,Chungcheongbuk-do,12.97,7.7,2.1,8.1,5.2,False,False
2000,Chungcheongnam-do,12.37,8.0,2.4,7.5,4.4,False,False
2000,Daegu,13.02,4.4,2.2,7.7,8.6,False,True
2000,Daejeon,13.88,4.4,2.7,8.8,9.5,False,True
2000,Gangwon-do,12.27,7.2,2.8,8.2,5.1,False,False
2000,Gwangju,14.77,4.7,2.3,8.5,10.1,False,True
2000,Gyeonggi-do,15.9,4.4,2.8,9.9,11.5,True,True
2000,Gyeongsangbuk-do,12.57,8.2,2.0,6.9,4.4,False,False
2000,Gyeongsangnam-do,13.35,6.8,2.2,7.3,6.6,False,False
2000,Incheon,13.09,4.3,3.1,8.8,8.7,True,True
2000,Jeju,16.3,5.4,3.4,8.4,10.9,False,False
2000,Jeollabuk-do,12.27,7.2,1.8,6.6,5.1,False,False
2000,Jeollanam-do,11.59,9.2,2.1,6.0,2.4,False,False
2000,Seoul,13.05,3.9,2.5,9.4,9.2,True,True
2000,Ulsan,14.8,3.7,2.4,8.5,11.0,False,True
2000,Whole country,13.41,5.4,2.5,8.5,8.0,False,False
2000,Busan,9.9,4.9,2.5,7.9,5.0,False,True
2000,Chungcheongbuk-do,12.68,6.8,2.4,8.1,5.8,False,False
2000,Chungcheongnam-do,12.56,7.7,2.2,7.9,4.9,False,False
2000,Daegu,12.46,4.6,1.9,8.5,7.9,False,True
2000,Daejeon,13.36,4.4,2.5,9.2,8.9,False,True
2000,Gangwon-do,11.44,7.0,2.6,7.6,4.4,False,False
2000,Gwangju,14.03,4.5,2.1,9.3,9.6,False,True
2000,Gyeonggi-do,14.51,4.2,2.5,10.4,10.3,True,True
2000,Gyeongsangbuk-do,11.89,7.9,2.1,7.8,4.0,False,False
2000,Gyeongsangnam-do,12.56,6.5,2.0,8.3,6.0,False,False
2000,Incheon,12.83,4.2,3.1,9.4,8.6,True,True
2000,Jeju,14.92,6.2,3.1,7.8,8.7,False,False
2000,Jeollabuk-do,11.72,7.5,2.0,7.5,4.2,False,False
2000,Jeollanam-do,11.31,8.5,1.8,6.8,2.8,False,False
2000,Seoul,11.98,3.8,2.4,10.8,8.1,True,True
2000,Ulsan,13.83,3.8,2.5,9.6,10.0,False,True
2000,Whole country,12.56,5.2,2.4,9.3,7.3,False,False
2001,Busan,10.56,5.1,2.5,6.4,5.5,False,True
2001,Chungcheongbuk-do,14.47,6.7,2.1,6.3,7.8,False,False
2001,Chungcheongnam-do,13.76,7.5,2.0,5.4,6.2,False,False
2001,Daegu,13.28,4.9,2.0,6.9,8.4,False,True
2001,Daejeon,15.25,4.1,2.7,6.4,11.1,False,True
2001,Gangwon-do,13.49,6.5,2.4,5.5,7.0,False,False
2001,Gwangju,8.84,4.4,2.3,6.7,2.9,False,True
2001,Gyeonggi-do,16.2,4.2,2.4,6.9,2.9,True,True
2001,Gyeongsangbuk-do,12.44,7.7,2.0,6.4,4.7,False,False
2001,Gyeongsangnam-do,13.33,6.4,2.1,7.3,6.9,False,False
2001,Incheon,14.2,4.4,2.8,6.3,9.9,True,True
2001,Jeju,14.59,5.6,2.5,8.2,9.0,False,False
2001,Jeollabuk-do,14.21,7.0,1.9,6.0,7.2,False,False
2001,Jeollanam-do,13.23,8.6,1.9,5.5,4.6,False,False
2001,Seoul,13.65,3.8,2.2,7.1,9.9,True,True
2001,Ulsan,15.12,3.9,2.5,7.0,11.3,False,True
2001,Whole country,14.04,5.2,2.3,6.7,8.8,False,False
2001,Busan,10.86,5.4,3.2,6.5,5.5,False,True
2001,Chungcheongbuk-do,14.28,6.9,3.1,6.3,7.4,False,False
2001,Chungcheongnam-do,13.59,7.6,2.5,5.8,5.9,False,False
2001,Daegu,12.3,4.7,2.5,6.7,7.6,False,True
2001,Daejeon,14.41,4.6,3.2,6.7,9.8,False,True
2001,Gangwon-do,12.35,7.0,3.5,5.4,5.3,False,False
2001,Gwangju,14.94,4.5,2.6,7.5,10.5,False,True
2001,Gyeonggi-do,15.93,4.4,3.3,6.6,11.5,True,True
2001,Gyeongsangbuk-do,12.69,8.3,2.4,6.3,4.4,False,False
2001,Gyeongsangnam-do,13.88,6.6,2.9,7.0,7.2,False,False
2001,Incheon,13.94,4.4,2.3,5.7,9.6,True,True
2001,Jeju,15.78,6.1,3.8,8.7,9.7,False,False
2001,Jeollabuk-do,13.07,7.4,2.6,5.8,5.7,False,False
2001,Jeollanam-do,12.69,9.0,2.4,5.6,3.7,False,False
2001,Seoul,12.82,3.8,3.0,6.9,9.0,True,True
2001,Ulsan,15.2,3.7,3.2,6.7,11.5,False,True
2001,Whole country,13.62,5.4,3.1,6.6,8.2,False,False
2001,Busan,11.22,5.3,3.0,5.3,6.0,False,True
2001,Chungcheongbuk-do,13.47,6.9,2.8,6.9,6.6,False,False
2001,Chungcheongnam-do,13.01,7.8,2.9,6.8,5.2,False,False
2001,Daegu,12.85,4.7,2.5,5.5,8.2,False,True
2001,Daejeon,14.6,4.4,3.1,7.4,10.2,False,True
2001,Gangwon-do,12.47,7.6,3.2,6.2,4.9,False,False
2001,Gwangju,15.29,4.6,2.8,7.5,10.6,False,True
2001,Gyeonggi-do,15.52,4.4,3.3,7.6,11.1,True,True
2001,Gyeongsangbuk-do,12.76,8.7,2.2,5.6,4.1,False,False
2001,Gyeongsangnam-do,13.54,6.7,2.8,5.9,6.8,False,False
2001,Incheon,13.36,4.3,2.3,6.9,9.1,True,True
2001,Jeju,15.92,5.5,3.2,9.2,10.4,False,False
2001,Jeollabuk-do,12.29,7.7,2.2,5.9,4.6,False,False
2001,Jeollanam-do,12.79,9.5,2.3,5.6,3.3,False,False
2001,Seoul,12.5,3.9,3.0,7.7,8.6,True,True
2001,Ulsan,15.41,4.2,3.2,6.1,11.2,False,True
2001,Whole country,13.43,5.5,3.0,6.9,8.0,False,False
2001,Busan,10.05,5.0,2.6,6.2,5.0,False,True
2001,Chungcheongbuk-do,12.63,6.7,2.4,7.5,5.9,False,False
2001,Chungcheongnam-do,11.78,7.6,2.3,6.6,4.2,False,False
2001,Daegu,11.61,4.7,2.4,6.3,6.9,False,True
2001,Daejeon,13.17,4.3,2.6,7.8,8.8,False,True
2001,Gangwon-do,11.51,7.4,3.0,7.1,4.1,False,False
2001,Gwangju,12.73,4.5,2.9,7.1,8.2,False,True
2001,Gyeonggi-do,14.13,4.4,3.1,8.1,9.8,True,True
2001,Gyeongsangbuk-do,11.63,7.9,2.2,6.7,3.7,False,False
2001,Gyeongsangnam-do,12.45,6.5,2.3,6.9,5.9,False,False
2001,Incheon,12.43,4.5,3.5,7.3,8.0,True,True
2001,Jeju,14.22,5.9,3.1,7.6,8.3,False,False
2001,Jeollabuk-do,11.63,7.5,2.3,5.8,4.2,False,False
2001,Jeollanam-do,11.55,8.8,2.0,6.0,2.8,False,False
2001,Seoul,11.71,4.0,2.9,8.0,7.8,True,True
2001,Ulsan,13.58,3.8,2.6,6.9,9.8,False,True
2001,Whole country,12.28,5.3,2.8,7.4,6.9,False,False
2001,Busan,9.43,4.7,2.7,7.3,4.8,False,True
2001,Chungcheongbuk-do,11.83,6.4,2.7,8.1,5.4,False,False
2001,Chungcheongnam-do,11.22,7.3,2.3,7.0,3.9,False,False
2001,Daegu,11.11,4.2,2.6,7.8,6.9,False,True
2001,Daejeon,12.06,4.0,3.0,8.4,8.0,False,True
2001,Gangwon-do,10.86,7.1,2.9,7.4,3.8,False,False
2001,Gwangju,12.56,4.1,2.7,8.4,8.5,False,True
2001,Gyeonggi-do,13.17,4.1,3.1,9.1,9.0,True,True
2001,Gyeongsangbuk-do,10.96,7.8,2.3,7.3,3.1,False,False
2001,Gyeongsangnam-do,11.62,6.4,2.5,7.7,5.2,False,False
2001,Incheon,11.57,4.1,2.3,8.3,7.5,True,True
2001,Jeju,14.89,5.5,3.5,8.5,9.4,False,False
2001,Jeollabuk-do,10.7,6.7,2.3,6.4,4.0,False,False
2001,Jeollanam-do,9.9,8.3,2.1,6.0,1.6,False,False
2001,Seoul,11.0,3.7,3.0,9.4,7.3,True,True
2001,Ulsan,13.02,3.7,2.6,8.0,9.4,False,True
2001,Whole country,11.51,5.0,2.9,8.3,6.5,False,False
2001,Busan,8.54,4.7,2.6,6.2,3.9,False,True
2001,Chungcheongbuk-do,10.44,5.9,2.7,5.7,4.5,False,False
2001,Chungcheongnam-do,10.67,7.0,2.3,5.2,3.7,False,False
2001,Daegu,10.07,4.3,2.6,6.0,5.8,False,True
2001,Daejeon,10.58,3.7,3.0,7.1,6.9,False,True
2001,Gangwon-do,9.82,6.8,2.7,5.7,3.0,False,False
2001,Gwangju,12.24,3.7,2.6,6.3,8.5,False,True
2001,Gyeonggi-do,12.37,3.8,3.2,7.4,8.6,True,True
2001,Gyeongsangbuk-do,10.12,7.2,2.4,5.1,2.9,False,False
2001,Gyeongsangnam-do,10.91,5.8,2.6,5.9,5.1,False,False
2001,Incheon,11.15,4.0,3.8,7.3,7.1,True,True
2001,Jeju,11.65,4.8,3.3,5.9,6.8,False,False
2001,Jeollabuk-do,10.5,6.9,2.4,4.7,3.6,False,False
2001,Jeollanam-do,9.31,7.6,2.4,4.8,1.7,False,False
2001,Seoul,9.87,3.5,2.9,7.9,6.3,True,True
2001,Ulsan,11.89,3.6,3.0,6.9,8.3,False,True
2001,Whole country,10.62,4.8,2.9,6.7,5.9,False,False
2001,Busan,8.39,4.6,2.8,4.1,3.8,False,True
2001,Chungcheongbuk-do,9.27,5.7,2.6,4.4,3.5,False,False
2001,Chungcheongnam-do,10.09,6.7,2.6,4.2,3.4,False,False
2001,Daegu,10.01,4.2,2.6,4.4,5.8,False,True
2001,Daejeon,11.26,3.8,2.8,5.1,7.4,False,True
2001,Gangwon-do,10.28,6.5,2.8,4.3,3.8,False,False
2001,Gwangju,11.63,4.3,2.5,4.6,7.3,False,True
2001,Gyeonggi-do,12.26,4.0,3.1,5.7,8.3,True,True
2001,Gyeongsangbuk-do,9.77,6.8,2.2,4.1,2.9,False,False
2001,Gyeongsangnam-do,10.39,5.8,2.8,4.4,4.6,False,False
2001,Incheon,10.76,3.9,3.7,5.2,6.9,True,True
2001,Jeju,11.96,5.1,3.4,4.4,6.9,False,False
2001,Jeollabuk-do,9.72,6.8,2.3,3.7,2.9,False,False
2001,Jeollanam-do,9.48,7.9,2.4,3.7,1.6,False,False
2001,Seoul,9.82,3.6,2.9,6.0,6.2,True,True
2001,Ulsan,11.18,3.5,3.2,4.7,7.6,False,True
2001,Whole country,10.42,4.8,2.9,5.1,5.6,False,False
2001,Busan,8.86,4.6,2.9,4.4,4.3,False,True
2001,Chungcheongbuk-do,9.45,6.0,3.0,4.0,3.5,False,False
2001,Chungcheongnam-do,10.73,7.2,3.0,4.2,3.5,False,False
2001,Daegu,10.46,4.2,2.6,4.4,6.2,False,True
2001,Daejeon,11.37,3.5,3.3,4.8,7.9,False,True
2001,Gangwon-do,10.26,6.3,3.3,4.1,4.0,False,False
2001,Gwangju,11.75,3.9,3.1,4.5,7.9,False,True
2001,Gyeonggi-do,12.35,4.0,3.4,5.3,8.4,True,True
2001,Gyeongsangbuk-do,10.24,7.1,2.6,4.1,3.2,False,False
2001,Gyeongsangnam-do,10.71,5.8,3.0,4.1,4.9,False,False
2001,Incheon,10.83,3.9,2.3,5.1,6.9,True,True
2001,Jeju,12.71,4.8,3.2,4.6,7.9,False,False
2001,Jeollabuk-do,10.15,6.6,2.7,3.6,3.5,False,False
2001,Jeollanam-do,9.62,8.1,2.6,3.8,1.6,False,False
2001,Seoul,10.47,3.5,3.1,5.7,7.0,True,True
2001,Ulsan,11.36,3.4,3.1,4.3,7.9,False,True
2001,Whole country,10.76,4.8,3.1,4.9,6.0,False,False
2001,Busan,9.45,4.7,2.6,3.7,4.8,False,True
2001,Chungcheongbuk-do,11.87,6.3,2.3,3.9,5.6,False,False
2001,Chungcheongnam-do,11.58,6.9,2.4,3.7,4.7,False,False
2001,Daegu,11.06,4.4,2.5,3.3,6.7,False,True
2001,Daejeon,12.31,3.8,2.8,4.4,8.5,False,True
2001,Gangwon-do,10.23,6.5,2.9,4.0,3.7,False,False
2001,Gwangju,13.47,3.9,2.4,3.7,9.5,False,True
2001,Gyeonggi-do,13.32,4.2,3.1,4.9,9.2,True,True
2001,Gyeongsangbuk-do,10.6,7.1,2.1,3.3,3.5,False,False
2001,Gyeongsangnam-do,11.82,6.2,2.6,3.3,5.6,False,False
2001,Incheon,11.73,3.9,3.6,4.7,7.8,True,True
2001,Jeju,12.86,5.3,3.3,3.9,7.6,False,False
2001,Jeollabuk-do,11.06,6.4,2.0,3.2,4.6,False,False
2001,Jeollanam-do,10.44,7.8,2.3,3.7,2.7,False,False
2001,Seoul,11.01,3.6,2.8,5.1,7.4,True,True
2001,Ulsan,13.1,3.7,2.8,3.4,9.4,False,True
2001,Whole country,11.59,4.9,2.8,4.4,6.7,False,False
2001,Busan,9.22,4.7,2.8,4.2,4.5,False,True
2001,Chungcheongbuk-do,10.36,6.8,2.9,5.0,3.6,False,False
2001,Chungcheongnam-do,10.23,7.7,2.3,4.9,2.6,False,False
2001,Daegu,10.52,4.2,2.7,4.1,6.3,False,True
2001,Daejeon,11.27,4.4,2.9,5.2,6.8,False,True
2001,Gangwon-do,9.73,7.5,2.9,5.5,2.2,False,False
2001,Gwangju,12.81,4.0,2.3,4.5,8.8,False,True
2001,Gyeonggi-do,12.62,4.2,3.0,6.1,8.4,True,True
2001,Gyeongsangbuk-do,10.41,7.8,2.2,4.7,2.6,False,False
2001,Gyeongsangnam-do,11.28,6.5,2.5,4.4,4.8,False,False
2001,Incheon,11.28,4.4,3.6,5.5,6.9,True,True
2001,Jeju,12.76,5.9,2.7,5.4,6.9,False,False
2001,Jeollabuk-do,10.54,6.8,2.5,4.1,3.7,False,False
2001,Jeollanam-do,10.01,8.9,2.3,4.0,1.2,False,False
2001,Seoul,10.55,3.8,2.7,6.2,6.8,True,True
2001,Ulsan,12.0,4.0,2.9,4.9,8.0,False,True
2001,Whole country,11.0,5.2,2.8,5.3,5.8,False,False
2001,Busan,8.84,4.9,3.0,6.7,3.9,False,True
2001,Chungcheongbuk-do,10.94,6.9,2.5,8.0,4.1,False,False
2001,Chungcheongnam-do,10.78,8.0,2.4,7.4,2.7,False,False
2001,Daegu,10.45,4.8,2.6,6.5,5.7,False,True
2001,Daejeon,11.7,4.2,2.8,8.5,7.5,False,True
2001,Gangwon-do,9.94,7.3,2.8,7.7,2.6,False,False
2001,Gwangju,11.81,4.2,2.3,6.9,7.6,False,True
2001,Gyeonggi-do,12.21,4.3,3.0,9.2,7.9,True,True
2001,Gyeongsangbuk-do,10.05,7.8,2.4,6.8,2.3,False,False
2001,Gyeongsangnam-do,11.0,6.3,2.5,7.1,4.7,False,False
2001,Incheon,11.31,4.2,3.6,8.4,7.1,True,True
2001,Jeju,13.24,5.4,2.8,7.3,7.9,False,False
2001,Jeollabuk-do,10.24,7.0,1.8,5.6,3.2,False,False
2001,Jeollanam-do,9.56,8.9,2.2,5.9,0.7,False,False
2001,Seoul,10.47,3.9,2.7,9.1,6.6,True,True
2001,Ulsan,11.98,4.0,2.7,8.1,7.9,False,True
2001,Whole country,10.84,5.3,2.8,8.0,5.6,False,False
2001,Busan,8.27,4.8,2.6,8.2,3.4,False,True
2001,Chungcheongbuk-do,9.88,6.8,2.4,8.6,3.0,False,False
2001,Chungcheongnam-do,9.89,7.6,2.2,8.1,2.3,False,False
2001,Daegu,9.75,4.8,2.2,8.4,5.0,False,True
2001,Daejeon,10.71,4.4,2.6,9.8,6.4,False,True
2001,Gangwon-do,9.53,7.0,2.4,7.8,2.6,False,False
2001,Gwangju,11.84,3.9,2.1,8.7,7.9,False,True
2001,Gyeonggi-do,11.76,4.1,2.8,10.6,7.7,True,True
2001,Gyeongsangbuk-do,9.76,7.6,1.9,8.2,2.2,False,False
